"entity";"status";"labellang";"label";"descriptionlang";"description";"instanceofQ";"instanceof";"sexQ";"sex";"bdate";"byear";"bplaceQ";"bplace";"bplaceLat";"bplaceLon";"bcountryQ";"bcountry";"ddate";"dyear";"dplaceQ";"dplace";"dplaceLat";"dplaceLon";"dcountryQ";"dcountry";"occupationQ";"occupation";"notableworkQ";"notablework";"educatedatQ";"educatedat";"fieldofworkQ";"fieldofwork";"movementQ";"movement";"genreQ";"genre";"influencedbyQ";"influencedby";"memberofQ";"memberof";"awardQ";"award";"viafid";"bneid";"mncarsid";"pic";"wikipedias"
"Q157610";"OK";"es";"Lovis Corinth";"es";"pintor alemán";"Q5";"ser humano";"Q6581097";"masculino";"+1858-07-21T00:00:00Z";"1858";"Q5668";"Gvardeisk";"54.65";"21.066666666";"Q159";"Rusia";"+1925-07-17T00:00:00Z";"1925";"Q9980";"Zandvoort";"52.366666666";"4.533333333";"Q55";"Países Bajos";"Q1028181|Q1622272|Q1925963|Q15296811|Q16947657|Q644687|Q11569986|Q483501|Q10862983|Q51085009";"pintor|profesor universitario|artista gráfico|dibujante|litógrafo|ilustrador|grabador|artista|aguafuertista|scenic designer";"Q1029574|Q1043744|Q1196013|Q22693676";"La violinista|Carmencita|Q1196013|Römische Campagna";"Q414052|Q337480|Q1777001|Q830425";"Academia de Bellas Artes de Múnich|Academia Julian|Kneiphof Gymnasium|Academia de artes de Königsberg";NA;NA;"Q80113|Q40415";"expresionismo|impresionismo";"Q134307|Q1622217|Q191163|Q2414609|Q3374376";"retrato|arte figurativo|pintura del paisaje|pintura religiosa|pintura mitológica";"Q5598|Q5599";"Rembrandt|Peter Paul Rubens";"Q700347";"Secesión de Berlín";"Q84989004";"honorary doctor of the University of Königsberg";"15044719";"XX878861";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Lovis_Corinth%201887.jpg";"https://es.wikipedia.org/wiki/Lovis_Corinth"
"Q457098";"OK";"es";"Fernand Cormon";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1845-12-24T00:00:00Z";"1845";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1924-03-20T00:00:00Z";"1924";"Q270230";"VIII Distrito de París";"48.874166666";"2.311111111";"Q142";"Francia";"Q1028181|Q16947657";"pintor|litógrafo";"Q12878468|Q17491298|Q17494502";"Cain flying before Jehovah's Curse|Émile Loubet|Nude";"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;"Q189458";"academicismo";"Q742333";"pintura de historia";NA;NA;"Q337531";"Academia de Bellas Artes";"Q10855212|Q10855195|Q10855271";"Comandante de la Orden Nacional de la Legión de Honor|Oficial de la Orden Nacional de la Legión de Honor|Caballero de la Orden Nacional de la Legión de Honor";"32265301";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Fernand_Cormon%201910-15.jpg";"https://es.wikipedia.org/wiki/Fernand_Cormon"
"Q148475";"OK";"es";"Camille Corot";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1796-07-16T00:00:00Z";"1796";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1875-02-22T00:00:00Z";"1875";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q33231|Q11569986|Q15296811|Q14623005|Q3391743";"pintor|fotógrafo|grabador|dibujante|dibujante arquitectónico|artista visual";"Q18177541";"Nymphs and Fawns";"Q3268638|Q337473";"Liceo Pierre-Corneille|Academia Suiza";"Q11629";"pintura";"Q2642826|Q143357";"pintura del Realismo|Escuela de Barbizon";"Q191163|Q2839016|Q2864737|Q1047337|Q742333|Q158607|Q40446|Q134307";"pintura del paisaje|alegoría|arte sacro|escena de género|pintura de historia|marinas|desnudo|retrato";NA;NA;"Q143357";"Escuela de Barbizon";"Q10855271|Q10855195|Q14900497";"Caballero de la Orden Nacional de la Legión de Honor|Oficial de la Orden Nacional de la Legión de Honor|Caballero de La Orden de Leopoldo";"4940255";"XX992440";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste-Camille_Corot%20c1850.png";"https://es.wikipedia.org/wiki/Camille_Corot"
"Q34618";"OK";"es";"Gustave Courbet";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1819-06-10T00:00:00Z";"1819";"Q28427657";"Ornans";"47.105277777";"6.143055555";"Q142";"Francia";"+1877-12-31T00:00:00Z";"1877";"Q69721";"La Tour-de-Peilz";"46.45";"6.866666666";"Q39";"Suiza";"Q1028181|Q1281618|Q1780490|Q15296811|Q3391743";"pintor|escultor|comunero|dibujante|artista visual";"Q18517666|Q334138|Q17353205|Q540488";"Source of a Mountain Stream|El origen del mundo|La fuente (Courbet; 1868)|Entierro en Ornans";"Q337473";"Academia Suiza";"Q11629";"pintura";"Q2642826";"pintura del Realismo";"Q134307|Q2302151|Q214127|Q191163|Q40446|Q170571";"retrato|pintura animalista|escena de género|pintura del paisaje|desnudo|bodegón";"Q5586|Q42207|Q5599|Q5598|Q297|Q209615";"Katsushika Hokusai|Caravaggio|Peter Paul Rubens|Rembrandt|Diego Velázquez|Francisco de Zurbarán";"Q2993765";"Commune Council";"Q3470124|Q10855271";"Exhibition of French Artists|Caballero de la Orden Nacional de la Legión de Honor";"22160734";"XX985701";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Gustave_Courbet,%20photograph%20Atelier%20Nadar,%20c.%201860s.jpg";"https://es.wikipedia.org/wiki/Gustave_Courbet"
"Q326434";"OK";"es";"Thomas Couture";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1815-12-21T00:00:00Z";"1815";"Q126668";"Senlis";"49.207222222";"2.586666666";"Q142";"Francia";"+1879-03-30T00:00:00Z";"1879";"Q236136";"Villiers-le-Bel";"49.008888888";"2.390277777";"Q142";"Francia";"Q1028181|Q37226";"pintor|profesor";"Q636001";"Romanos en la Decadencia.";"Q2570220|Q273593";"Arts et Métiers|Escuela Nacional Superior de Bellas Artes de París";NA;NA;"Q189458";"academicismo";"Q742333";"pintura de historia";NA;NA;NA;NA;"Q23636101|Q10855271";"Second Great Prize of Rome|Caballero de la Orden Nacional de la Legión de Honor";"7522264";"XX5534993";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Couture%20Carjat%20BNF.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Couture%20Autoritratto.jpg";"https://es.wikipedia.org/wiki/Thomas_Couture"
"Q555224";"OK";"es";"Henri Edmond Cross";"en";"French Neo-Impressionist painter (1856-1910)";"Q5";"ser humano";"Q6581097";"masculino";"+1856-05-20T00:00:00Z";"1856";"Q193826";"Douai";"50.370833333";"3.079166666";"Q142";"Francia";"+1910-05-16T00:00:00Z";"1910";"Q736462";"Le Lavandou";"43.137777777";"6.367777777";"Q142";"Francia";"Q1028181|Q16947657|Q15296811|Q1925963";"pintor|litógrafo|dibujante|artista gráfico";"Q15951308|Q17490718|Q17491894";"Q15951308|Afternoon in Pardigon|Q17491894";NA;NA;NA;NA;"Q200034|Q150091";"puntillismo|neoimpresionismo";"Q134307";"retrato";"Q34618|Q296|Q134741|Q216873";"Gustave Courbet|Claude Monet|Camille Pissarro|Pierre Puvis de Chavannes";NA;NA;NA;NA;"41997059";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Henri-Edmond-Cross-Self-portrait.jpg";"https://es.wikipedia.org/wiki/Henri-Edmond_Cross"
"Q346483";"OK";"es";"Maurice Galbraith Cullen";"es";"artista canadiense";"Q5";"ser humano";"Q6581097";"masculino";"+1866-06-06T00:00:00Z";"1866";"Q2082";"San Juan de Terranova";"47.561388888";"-52.711944444";"Q16";"Canadá";"+1934-03-28T00:00:00Z";"1934";"Q142069";"Chambly";"45.45";"-73.2833";"Q16";"Canadá";"Q1028181";"pintor";"Q18523134|Q18523140";"landscape|Marine";"Q337480";"Academia Julian";"Q11629";"pintura";"Q40415";"impresionismo";NA;NA;NA;NA;NA;NA;NA;NA;"77720367";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Maurice_Cullen,%20R.C.A.%20(I0007775).jpg";NA
"Q131405";"OK";"es";"Louis Daguerre";"es";"artista francés, pionero de la fotografía e inventor del daguerrotipo";"Q5";"ser humano";"Q6581097";"masculino";"+1787-11-18T00:00:00Z";"1787";"Q841957";"Cormeilles-en-Parisis";"48.973055555";"2.200555555";"Q142";"Francia";"+1851-07-10T00:00:00Z";"1851";"Q369954";"Bry-sur-Marne";"48.841111111";"2.522222222";"Q142";"Francia";"Q33231|Q1028181|Q593644|Q1925963|Q23011096";"fotógrafo|pintor|químico|artista gráfico|daguerrotipista";"Q848570";"Boulevard du Temple";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q684415";"Academia de Ciencias de Baviera";"Q15056034|Q10855195|Q162873|Q10855271";"Orden del Mérito de las Ciencias y las Artes|Oficial de la Orden Nacional de la Legión de Honor|72 científicos de la Torre Eiffel|Caballero de la Orden Nacional de la Legión de Honor";"44310225";"XX1263095";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jean-Babtiste_Sabarier-Blot%20L.J.M.Daguerre.1844.JPG|https://commons.wikimedia.org/wiki/Special:FilePath/Lithograph_of%20Louis%20Daguerre%20from%20the%20book,%20%22Historique%20et%20Description%20des%20Proc%C3%A9d%C3%A9s%20du%20Daguerr%C3%A9otype%20et%20du%20Diorama%22%20(1839)%20(cropped).jpg";"https://es.wikipedia.org/wiki/Louis_Daguerre"
"Q252357";"OK";"es";"Charles-François Daubigny";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1817-02-15T00:00:00Z";"1817";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1878-02-19T00:00:00Z";"1878";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q11569986|Q21600439|Q3391743|Q1925963";"pintor|grabador|pintor de paisajes|artista visual|artista gráfico";"Q18545681";"Landscape";NA;NA;"Q11629|Q36649";"pintura|artes visuales";"Q143357";"Escuela de Barbizon";"Q191163";"pintura del paisaje";"Q34618";"Gustave Courbet";"Q143357";"Escuela de Barbizon";"Q10855271|Q10855195";"Caballero de la Orden Nacional de la Legión de Honor|Oficial de la Orden Nacional de la Legión de Honor";"71399615";"XX901687";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Charles_francois%20daubigny.jpg";"https://es.wikipedia.org/wiki/Charles-Fran%C3%A7ois_Daubigny"
"Q16872935";"OK";"es";"Louis Debras";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1820-10-02T00:00:00Z";"1820";"Q217768";"Péronne";"49.932222222";"2.936388888";"Q142";"Francia";"+1899-02-01T00:00:00Z";"1899";NA;NA;NA;NA;NA;NA;"Q1028181";"pintor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"155844569";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Louis_Debras.png";NA
"Q46373";"OK";"es";"Edgar Degas";"es";"pintor, escultor y grabador francés";"Q5";"ser humano";"Q6581097";"masculino";"+1834-07-19T00:00:00Z";"1834";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1917-09-27T00:00:00Z";"1917";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q1281618|Q49757|Q11569986|Q33231|Q15296811|Q1925963|Q16947657|Q483501";"pintor|escultor|poeta|grabador|fotógrafo|dibujante|artista gráfico|litógrafo|artista";"Q1016012|Q1125919|Q387377|Q3821820";"El Conde Lepic y sus hijas|After a Bath. Woman Drying the Back of her Neck.|Los jóvenes espartanos que ejercen|Clase de ballet";"Q273593|Q1059546";"Escuela Nacional Superior de Bellas Artes de París|Liceo Louis-le-Grand";"Q11629";"pintura";"Q40415";"impresionismo";"Q134307|Q214127";"retrato|escena de género";NA;NA;"Q604840";"Liga de la Patria Francesa";NA;NA;"41863744";"XX1096561";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Edgar_Degas%20self%20portrait%201855FXD.jpg";"https://es.wikipedia.org/wiki/Edgar_Degas"
"Q33477";"OK";"es";"Eugène Delacroix";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1798-04-26T00:00:00Z";"1798";"Q274327";"Saint-Maurice";"48.818333333";"2.434722222";"Q142";"Francia";"+1863-08-13T00:00:00Z";"1863";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q18939491|Q16947657|Q33231|Q15296811|Q3374326|Q14623005|Q20857490|Q3391743";"pintor|diarista|litógrafo|fotógrafo|dibujante|muralista|dibujante arquitectónico|pastelista|artista visual";"Q23912|Q29530|Q797932|Q2290433";"Jeune tigre jouant avec sa mère|La Libertad guiando al pueblo|cautividad de Babilonia|La matanza de Quíos";"Q273593|Q1059546|Q3268638";"Escuela Nacional Superior de Bellas Artes de París|Liceo Louis-le-Grand|Liceo Pierre-Corneille";"Q11629";"pintura";"Q37068";"Romanticismo";"Q742333|Q191163|Q170571|Q3374353";"pintura de historia|pintura del paisaje|bodegón|pintura de batalla";NA;NA;"Q337531|Q675016";"Academia de Bellas Artes|Société nationale des beaux-arts";"Q10855212";"Comandante de la Orden Nacional de la Legión de Honor";"7389086";"XX1121672";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne_Delacroix%20-%20Portrait%20de%20l'artiste%20(ca.1837).jpg";"https://es.wikipedia.org/wiki/Eug%C3%A8ne_Delacroix"
"Q5715422";"OK";"es";"Henri Delavallée";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1862-04-24T00:00:00Z";"1862";"Q41876";"Reims";"49.265277777";"4.028611111";"Q142";"Francia";"+1943-06-12T00:00:00Z";"1943";"Q238377";"Pont-Aven";"47.855555555";"-3.747222222";"Q142";"Francia";"Q1028181|Q11569986";"pintor|grabador";NA;NA;"Q209842";"Universidad de París";"Q11629|Q166713|Q200034";"pintura|posimpresionismo|puntillismo";"Q382056";"Escuela de Pont-Aven";"Q134307";"retrato";NA;NA;NA;NA;NA;NA;"39650639";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Delavall%C3%A9e_Autoportrait.jpg";"https://es.wikipedia.org/wiki/Henri_Delavall%C3%A9e"
"Q440369";"OK";"es";"Maurice Denis";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1870-11-25T00:00:00Z";"1870";"Q333559";"Granville";"48.838055555";"-1.586944444";"Q142";"Francia";"+1943-11-13T00:00:00Z";"1943";"Q1131080";"hôpital Cochin";"48.836944444";"2.340277777";"Q142";"Francia";"Q644687|Q36180|Q4164507|Q16947657|Q1028181|Q1925963|Q1792450|Q17391638|Q3391743";"ilustrador|escritor|crítico de arte|litógrafo|pintor|artista gráfico|historiador del arte|teórico del arte|artista visual";"Q17490760|Q17490806|Q3139726";"Q17490760|Q17490806|Homenaje a Cézanne";"Q926749|Q273593|Q337480";"Liceo Condorcet|Escuela Nacional Superior de Bellas Artes de París|Academia Julian";"Q11629";"pintura";"Q164800|Q382056|Q503708";"simbolismo|Escuela de Pont-Aven|Nabis";"Q134307|Q191163|Q1047337";"retrato|pintura del paisaje|escena de género";"Q216873|Q37693";"Pierre Puvis de Chavannes|Paul Gauguin";"Q2985530|Q337531|Q2363746";"Comité national de l'estampe|Academia de Bellas Artes|Saint John Society for the development of Christian art";"Q10855212|Q27862154";"Comandante de la Orden Nacional de la Legión de Honor|Premio Hercule Catenacci";"71426722";"XX1166553";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Maurice_Denis%20-%20photo%20Henri%20Manuel.jpg";"https://es.wikipedia.org/wiki/Maurice_Denis"
"Q607495";"OK";"es";"Giuseppe De Nittis";"es";"pintor italiano";"Q5";"ser humano";"Q6581097";"masculino";"+1846-02-25T00:00:00Z";"1846";"Q13470";"Barletta";"41.316666666";"16.283333333";"Q38";"Italia";"+1884-08-21T00:00:00Z";"1884";"Q60847808";"Saint-Germain-en-Laye";"48.896388888";"2.090555555";"Q142";"Francia";"Q1028181|Q11569986|Q20857490|Q17505902|Q1925963|Q15296811|Q16947657";"pintor|grabador|pastelista|acuarelista|artista gráfico|dibujante|litógrafo";"Q17492157|Q17492158";"La Place des Pyramides, Paris (I)|Place du Carrousel and Tuileries in Ruins";"Q3604037";"Academia de Bellas Artes de Nápoles";NA;NA;NA;NA;NA;NA;"Q16059906";"Vincenzo Pasquale Angelo Petrocelli";NA;NA;NA;NA;"29580554";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/De_Nittis.jpg";"https://es.wikipedia.org/wiki/Giuseppe_De_Nittis"
"Q1596281";"OK";"es";"Marcellin Desboutin";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1823-08-26T00:00:00Z";"1823";"Q223186";"Cérilly";"46.617777777";"2.820833333";"Q142";"Francia";"+1902-02-18T00:00:00Z";"1902";"Q33959";"Niza";"43.701944444";"7.268333333";"Q142";"Francia";"Q1028181|Q36180";"pintor|escritor";"Q17492504|Q17493966|Q17495149";"The Baby Carriage|Q17493966|Q17495149";"Q2983698|Q273593";"Collège Stanislas de París|Escuela Nacional Superior de Bellas Artes de París";NA;NA;NA;NA;"Q134307";"retrato";NA;NA;NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"44308082";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Marcellin_Gilbert%20Desboutin%20-%20Autoportrait.jpg";"https://es.wikipedia.org/wiki/Marcellin_Desboutin"
"Q2847647";"OK";"es";"André Edouard Devambez";"en";"French painter, illustrator and etcher (1867-1944)";"Q5";"ser humano";"Q6581097";"masculino";"+1867-05-26T00:00:00Z";"1867";"Q161741";"I Distrito de París";"48.859947";"2.342059";"Q142";"Francia";"+1944-03-18T00:00:00Z";"1944";"Q187153";"XIV Distrito de París";"48.833022222";"2.326888888";"Q142";"Francia";"Q1028181|Q644687|Q10862983|Q11569986|Q16947657";"pintor|ilustrador|aguafuertista|grabador|litógrafo";"Q17490683|Q17490690|Q17491108";"Q17490683|Q17490690|Column Concert";"Q273593|Q337480|Q337494";"Escuela Nacional Superior de Bellas Artes de París|Academia Julian|Academia Francesa en Roma";"Q11629|Q11835431|Q21550668";"pintura|grabado|ilustración";NA;NA;NA;NA;NA;NA;"Q337531";"Academia de Bellas Artes";"Q23636086";"Premio de Roma en pintura";"73884443";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9_Devambez.jpg";NA
"Q8040148";"OK";"es";"Wynford Dewhurst";"es";"artista británico";"Q5";"ser humano";"Q6581097";"masculino";"+1864-01-26T00:00:00Z";"1864";"Q18125";"Mánchester";"53.466666666";"-2.233333333";"Q145";"Reino Unido";"+1941-07-09T00:00:00Z";"1941";"Q1000597";"Burton upon Trent";"52.801944444";"-1.636666666";"Q145";"Reino Unido";"Q1028181";"pintor";NA;NA;"Q337480";"Academia Julian";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"49096802";NA;NA;NA;NA
"Q2831132";"OK";"es";"Albert Dubois-Pillet";"en";"French Neo-impressionist painter, army officer (1846-1890)";"Q5";"ser humano";"Q6581097";"masculino";"+1846-10-28T00:00:00Z";"1846";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1890-08-18T00:00:00Z";"1890";"Q184359";"Le Puy-en-Velay";"45.043333333";"3.885";"Q142";"Francia";"Q1028181|Q15296811";"pintor|dibujante";"Q17492082";"Q17492082";"Q1132066";"Escuela Especial Militar de Saint-Cyr";NA;NA;"Q200034";"puntillismo";NA;NA;NA;NA;NA;NA;NA;NA;"50134825";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Albert_Dubois-Pillet.jpg";NA
"Q649052";"OK";"es";"Paul Durand-Ruel";"en";"French art dealer (1831-1922)";"Q5";"ser humano";"Q6581097";"masculino";"+1831-10-31T00:00:00Z";"1831";"Q15149908";"former 11th arrondissement of Paris";"48.850555";"2.332578";"Q142";"Francia";"+1922-02-05T00:00:00Z";"1922";"Q270230";"VIII Distrito de París";"48.874166666";"2.311111111";"Q142";"Francia";"Q173950|Q10732476|Q20771242";"marchante de arte|coleccionista de arte|galerista";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"121648686";"XX4755882";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste_Renoir%20113.jpg";"https://es.wikipedia.org/wiki/Paul_Durand-Ruel"
"Q328909";"OK";"es";"Edmond Duranty";"es";"novelista y crítico de arte francés";"Q5";"ser humano";"Q6581097";"masculino";"+1833-06-06T00:00:00Z";"1833";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1880-04-09T00:00:00Z";"1880";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q36180|Q1930187|Q4164507|Q1792450";"escritor|periodista|crítico de arte|historiador del arte";NA;NA;NA;NA;NA;NA;"Q667661";"realismo literario";NA;NA;NA;NA;NA;NA;NA;NA;"19677036";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Edgar_Degas%20Portrait%20of%20Duranty.jpg";"https://es.wikipedia.org/wiki/Edmond_Duranty"
"Q720216";"OK";"es";"Théodore Duret";"en";"French journalist, author and art critic (1838–1927)";"Q5";"ser humano";"Q6581097";"masculino";"+1838-01-20T00:00:00Z";"1838";"Q191126";"Saintes";"45.745277777";"-0.634444444";"Q142";"Francia";"+1927-01-16T00:00:00Z";"1927";"Q275118";"IX Distrito de París";"48.878280555";"2.336966666";"Q142";"Francia";"Q1930187|Q1792450|Q36180|Q10732476|Q4164507|Q82955";"periodista|historiador del arte|escritor|coleccionista de arte|crítico de arte|político";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"46790804";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_de%20Th%C3%A9odore%20Duret%20(1868)%20-%20Edouard%20Manet%20(%20Mus%C3%A9e%20des%20Beaux-Arts%20de%20la%20ville%20de%20Paris).jpg";"https://es.wikipedia.org/wiki/Th%C3%A9odore_Duret"
"Q356644";"OK";"es";"Albert Edelfelt";"es";"pintor finlandés";"Q5";"ser humano";"Q6581097";"masculino";"+1854-07-21T00:00:00Z";"1854";"Q18660018";"Kiala manor";"60.40805556";"25.61694444";"Q33";"Finlandia";"+1905-08-18T00:00:00Z";"1905";"Q117022211";"Haiko";"60.347222222";"25.619444444";"Q33";"Finlandia";"Q1028181|Q644687|Q1925963";"pintor|ilustrador|artista gráfico";"Q17491827|Q17495619|Q7142987|Q10476958|Q11891414|Q18346884";"December day|Service in the Southern Archipelago|Pasteur's portrait by Edelfelt|Queen Blanche de Namur|Women Outside the Church at Ruokolahti|El jardín de Luxemburgo, París";"Q105930182|Q28695|Q2254584|Q273593";"Svenska normallyceum|Universidad de Helsinki|Academia de Bellas Artes|Escuela Nacional Superior de Bellas Artes de París";"Q11629";"pintura";"Q10857409";"realismo";"Q134307";"retrato";NA;NA;"Q628254";"Academia Imperial de Artes";"Q10855212|Q10855195|Q10855271|Q565030|Q20900064|Q18084455|Q15972371";"Comandante de la Orden Nacional de la Legión de Honor|Oficial de la Orden Nacional de la Legión de Honor|Caballero de la Orden Nacional de la Legión de Honor|Orden bávara de Maximiliano para la Ciencia y las Artes|Caballero de la Orden de la Estrella Polar|Orden de San Estanislao (2.ª clase)|Caballero de tercera clase de la Orden de Santa Ana";"44385484";"XX1539849";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Albert_Edelfelt-Sj%C3%A4lvportr%C3%A4tt.jpg";"https://es.wikipedia.org/wiki/Albert_Edelfelt"
"Q158840";"OK";"es";"James Ensor";"es";"pintor belga";"Q5";"ser humano";"Q6581097";"masculino";"+1860-04-13T00:00:00Z";"1860";"Q12996";"Ostende";"51.225833333";"2.919444444";"Q31";"Bélgica";"+1949-11-19T00:00:00Z";"1949";"Q12996";"Ostende";"51.225833333";"2.919444444";"Q31";"Bélgica";"Q1028181|Q11569986|Q1925963|Q14623005|Q3391743|Q483501|Q482980";"pintor|grabador|artista gráfico|dibujante arquitectónico|artista visual|artista|autor";"Q17490765|Q17491939|Q3203172|Q21619968";"Au conservatoire|The Lady in Distress|La entrada de Cristo a Bruselas|The Intrigue (Ensor)";"Q2822455";"Academia Real de Bellas Artes de Bruselas";"Q11629";"pintura";"Q80113|Q164800";"expresionismo|simbolismo";"Q645717|Q170571|Q1047337|Q134307|Q1935974";"arte cristiano|bodegón|escena de género|retrato|paisaje urbano";NA;NA;"Q463283|Q4420893|Q3032403";"Los XX|Kunst van Heden|Vie et Lumière";"Q14900499";"Comandante de la Orden de Leopoldo";"88625859";"XX929031";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/James_Ensor%20-%20Self-portrait%20with%20flower%20hat.jpg";"https://es.wikipedia.org/wiki/James_Ensor"
"Q2980574";"OK";"es";"Henri Evenepoel";"es";"pintor, dibujante y grabador belga";"Q5";"ser humano";"Q6581097";"masculino";"+1872-10-03T00:00:00Z";"1872";"Q33959";"Niza";"43.701944444";"7.268333333";"Q142";"Francia";"+1899-12-27T00:00:00Z";"1899";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q15296811|Q11569986|Q1925963|Q33231|Q739437";"pintor|dibujante|grabador|artista gráfico|fotógrafo|cartelista";"Q17491007";"Charles Milcendeau";"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;"Q166593";"fovismo";"Q134307";"retrato";"Q40599|Q203643|Q82445|Q719614";"Édouard Manet|James McNeill Whistler|Henri de Toulouse-Lautrec|Jean-Louis Forain";NA;NA;NA;NA;"14857408";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Evenepoel_selfportrait%201899.png";"https://es.wikipedia.org/wiki/Henri_Evenepoel"
"Q310715";"OK";"es";"Henri Fantin-Latour";"en";"French Painter and Printmaker (1836-1904)";"Q5";"ser humano";"Q6581097";"masculino";"+1836-01-25T00:00:00Z";"1836";"Q1289";"Grenoble";"45.186944444";"5.726388888";"Q142";"Francia";"+1904-08-25T00:00:00Z";"1904";"Q1095443";"Buré";"48.5175";"0.405555555";"Q142";"Francia";"Q1028181|Q3148760|Q16947657|Q1925963|Q11569986|Q3391743";"pintor|ilustrador botánico|litógrafo|artista gráfico|grabador|artista visual";"Q17027738|Q8187529|Q428985";"The Reading|Un atelier aux Batignolles|Un coin de table";"Q273593|Q1135990";"Escuela Nacional Superior de Bellas Artes de París|Escuela Nacional Superior de las Artes Decorativas";NA;NA;"Q2642826|Q164800|Q40415";"pintura del Realismo|simbolismo|impresionismo";"Q170571|Q12303833|Q742333|Q3374376|Q1400853";"bodegón|pintura floral|pintura de historia|pintura mitológica|retrato pictórico";"Q5598|Q9440";"Rembrandt|Paolo Veronese";"Q2492168|Q25381687";"Groupe des Batignolles|Société du Jing-lar";NA;NA;"61556110";"XX923673";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Bemberg_Fondation%20Toulouse%20-%20Self-portrait%20paintings%20by%20Henri%20Fantin-Latour.jpg";"https://es.wikipedia.org/wiki/Henri_Fantin-Latour"
