"entity";"status";"labellang";"label";"descriptionlang";"description";"instanceofQ";"instanceof";"sexQ";"sex";"bdate";"byear";"bplaceQ";"bplace";"bplaceLat";"bplaceLon";"bcountryQ";"bcountry";"ddate";"dyear";"dplaceQ";"dplace";"dplaceLat";"dplaceLon";"dcountryQ";"dcountry";"occupationQ";"occupation";"notableworkQ";"notablework";"educatedatQ";"educatedat";"fieldofworkQ";"fieldofwork";"movementQ";"movement";"genreQ";"genre";"influencedbyQ";"influencedby";"memberofQ";"memberof";"awardQ";"award";"viafid";"bneid";"mncarsid";"pic";"wikipedias"
"Q710089";"OK";"es";"Giovanni Fattori";"es";"pintor y grabador italiano";"Q5";"ser humano";"Q6581097";"masculino";"+1825-09-06T00:00:00Z";"1825";"Q6761";"Livorno";"43.55";"10.316666666";"Q38";"Italia";"+1908-08-30T00:00:00Z";"1908";"Q2044";"Florencia";"43.771388888";"11.254166666";"Q38";"Italia";"Q1028181|Q11569986|Q10862983|Q33231";"pintor|grabador|aguafuertista|fotógrafo";"Q1121644|Q3375603";"carros romanos|Square formation at Villafranca";"Q4585397";"Academia de Bellas Artes de Florencia";NA;NA;"Q574985";"macchiaioli";"Q742333|Q214127";"pintura de historia|escena de género";NA;NA;NA;NA;NA;NA;"15045069";"XX1120578";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait_(1854),%20by%20Giovanni%20Fattori.jpg";"https://es.wikipedia.org/wiki/Giovanni_Fattori"
"Q320464";"OK";"es";"Jean-Baptiste Faure";"en";"French baritone and composer";"Q5";"ser humano";"Q6581097";"masculino";"+1830-01-15T00:00:00Z";"1830";"Q184883";"Moulins";"46.564722222";"3.3325";"Q142";"Francia";"+1914-11-09T00:00:00Z";"1914";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q10732476|Q36834|Q2865819|Q16145150";"coleccionista de arte|compositor|cantante de ópera|profesor de música";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"46946260";"XX1179907";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste_Faure%20as%20Hamlet%20by%20Charles%20Reutlinger.jpg";NA
"Q432101";"OK";"es";"Félix Fénéon";"es";"periodista y crítico de arte francés";"Q5";"ser humano";"Q6581097";"masculino";"+1861-06-22T00:00:00Z";"1861";"Q495";"Turín";"45.079166666";"7.676111111";"Q38";"Italia";"+1944-02-29T00:00:00Z";"1944";"Q200945";"Châtenay-Malabry";"48.765277777";"2.278055555";"Q142";"Francia";"Q1930187|Q333634|Q4164507|Q36180";"periodista|traductor|crítico de arte|escritor";NA;NA;NA;NA;"Q36180";"escritor";NA;NA;NA;NA;NA;NA;"Q2822257";"Academia Mallarmé";NA;NA;"61545595";"XX1265075";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix_F%C3%A9n%C3%A9on.jpg";"https://es.wikipedia.org/wiki/F%C3%A9lix_F%C3%A9n%C3%A9on"
"Q701504";"OK";"es";"Károly Ferenczy";"es";"artista húngaro";"Q5";"ser humano";"Q6581097";"masculino";"+1862-02-08T00:00:00Z";"1862";"Q1741";"Viena";"48.208333333";"16.3725";"Q40";"Austria";"+1917-03-18T00:00:00Z";"1917";"Q1781";"Budapest";"47.498333333";"19.040833333";"Q28";"Hungría";"Q1028181|Q1622272";"pintor|profesor universitario";NA;NA;"Q165980|Q1718285|Q3604037|Q337480";"Universidad de Viena|Q1718285|Academia de Bellas Artes de Nápoles|Academia Julian";"Q11629";"pintura";NA;NA;"Q134307";"retrato";NA;NA;NA;NA;NA;NA;"46605975";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Ferenczy_Self-portrait%201906.jpg";"https://es.wikipedia.org/wiki/K%C3%A1roly_Ferenczy"
"Q914211";"OK";"es";"Alfred William Finch";"es";"pintor";"Q5";"ser humano";"Q6581097";"masculino";"+1854-11-28T00:00:00Z";"1854";"Q272243";"Saint-Josse-ten-Noode";"50.850833333";"4.369166666";"Q31";"Bélgica";"+1930-04-28T00:00:00Z";"1930";"Q1757";"Helsinki";"60.170833333";"24.9375";"Q33";"Finlandia";"Q1028181|Q11569986|Q7541856|Q3391743|Q10862983";"pintor|grabador|ceramista|artista visual|aguafuertista";NA;NA;"Q2822455";"Academia Real de Bellas Artes de Bruselas";NA;NA;"Q40415|Q150091|Q200034";"impresionismo|neoimpresionismo|puntillismo";"Q191163|Q214127|Q170571";"pintura del paisaje|escena de género|bodegón";NA;NA;"Q463283|Q11893058|Q3203328";"Los XX|Septem group|L'Essor";"Q14900497";"Caballero de La Orden de Leopoldo";"12578766";"XX1028655";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Alfred-William-Finch-2.jpg";NA
"Q719614";"OK";"es";"Jean-Louis Forain";"es";"artista francés (1852-1931)";"Q5";"ser humano";"Q6581097";"masculino";"+1852-10-23T00:00:00Z";"1852";"Q41876";"Reims";"49.265277777";"4.028611111";"Q142";"Francia";"+1931-07-11T00:00:00Z";"1931";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q644687|Q329439|Q3658608|Q16947657|Q1281618|Q10862983|Q1925963|Q15296811|Q3391743";"pintor|ilustrador|grabador|caricaturista|litógrafo|escultor|aguafuertista|artista gráfico|dibujante|artista visual";"Q17491195|Q17491308|Q17492061";"Dancer standing behind a covering slide|Q17491308|Q17492061";"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;NA;NA;"Q134307";"retrato";NA;NA;"Q604840|Q270920|Q3456407|Q337531";"Liga de la Patria Francesa|Real Academia de Artes|Republic of Montmartre|Academia de Bellas Artes";"Q10855212|Q10855195|Q10855271";"Comandante de la Orden Nacional de la Legión de Honor|Oficial de la Orden Nacional de la Legión de Honor|Caballero de la Orden Nacional de la Legión de Honor";"44307245";"XX1272711";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis_Forain.jpg";"https://es.wikipedia.org/wiki/Jean-Louis_Forain"
"Q380052";"OK";"es";"Mariano Fortuny Marsal";"es";"pintor español";"Q5";"ser humano";"Q6581097";"masculino";"+1838-06-11T00:00:00Z";"1838";"Q487096";"Reus";"41.15487";"1.10871";"Q29";"España";"+1874-11-21T00:00:00Z";"1874";"Q220";"Roma";"41.893055555";"12.482777777";"Q38";"Italia";"Q1028181|Q1925963";"pintor|artista gráfico";"Q2814164|Q2925575|Q2997939|Q4892369";"La batalla de Tetuán|The Bullfighter's Salute|Corrida de toros. Picador herido|La vicaría";"Q2841051";"Nuestra Señora de la Caridad";"Q11629";"pintura";"Q3088366|Q42865";"pintura romántica|orientalismo";NA;NA;"Q5432|Q297|Q9056989";"Francisco de Goya|Diego Velázquez|Pau Milà i Fontanals";NA;NA;NA;NA;"66475439";"XX906837";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/(Barcelona)_Mari%C3%A0%20Fortuny%20-%20Autoretrat%20-%20Museu%20Nacional%20d'Art%20de%20Catalunya.jpg";"https://es.wikipedia.org/wiki/Mariano_Fortuny"
"Q16873463";"OK";"es";"Pierre Franc Lamy";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1855-05-12T00:00:00Z";"1855";"Q42168";"Clermont-Ferrand";"45.779722222";"3.086944444";"Q142";"Francia";"+1919-03-13T00:00:00Z";"1919";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q11569986|Q10862983";"pintor|grabador|aguafuertista";"Q20491004";"Peasant Girl";"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q10855195";"Oficial de la Orden Nacional de la Legión de Honor";"224110386";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Nadar_-%20Foto%20of%20Franc-Lamy.jpg";NA
"Q16873426";"OK";"es";"Jacques François";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q1028181";"pintor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Q537002";"OK";"es";"Frederick Carl Frieseke";"es";"pintor estadounidense";"Q5";"ser humano";"Q6581097";"masculino";"+1874-04-07T00:00:00Z";"1874";"Q2307592";"Owosso";"42.997777777";"-84.176666666";"Q30";"Estados Unidos";"+1939-08-24T00:00:00Z";"1939";"Q641819";"Le Mesnil-sur-Blangy";"49.26";"0.260555555";"Q142";"Francia";"Q1028181";"pintor";NA;NA;"Q7432601|Q705737|Q337480";"Escuela del Instituto de Arte de Chicago|Liga de estudiantes de arte de Nueva York|Academia Julian";"Q11629";"pintura";"Q40415";"impresionismo";NA;NA;"Q39931";"Pierre-Auguste Renoir";NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"39651129";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait,_1901,%20Frieseke.jpg";"https://es.wikipedia.org/wiki/Frederick_Carl_Frieseke"
"Q1369513";"OK";"es";"Paul Gachet";"es";"médico francés";"Q5";"ser humano";"Q6581097";"masculino";"+1828-07-30T00:00:00Z";"1828";"Q648";"Lille";"50.631944444";"3.0575";"Q142";"Francia";"+1909-01-09T00:00:00Z";"1909";"Q212406";"Auvers-sur-Oise";"49.071666666";"2.174166666";"Q142";"Francia";"Q39631|Q10732476|Q1028181|Q211346";"médico|coleccionista de arte|pintor|psiquiatra";NA;NA;"Q209842|Q776223";"Universidad de París|Universidad de Montpellier";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2488376";"XX5505318|XX1454333";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Paul_Gachet.jpg";"https://es.wikipedia.org/wiki/Paul_Gachet"
"Q2975556";"OK";"es";"Clarence Gagnon";"es";"pintor canadiense";"Q5";"ser humano";"Q6581097";"masculino";"+1881-11-08T00:00:00Z";"1881";"Q340";"Montreal";"45.5033426";"-73.5868411";"Q16";"Canadá";"+1942-01-05T00:00:00Z";"1942";"Q340";"Montreal";"45.5033426";"-73.5868411";"Q16";"Canadá";"Q1028181";"pintor";NA;NA;"Q337480";"Academia Julian";NA;NA;NA;NA;NA;NA;NA;NA;"Q2822453";"Real Academia de Artes de Canadá";"Q63641962";"miembro de la Real Academia de Artes de Canadá";"102148995952559751706";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Clarencegagnon.jpg";NA
"Q170068";"OK";"es";"Akseli Gallen-Kallela";"es";"pintor finlandés";"Q5";"ser humano";"Q6581097";"masculino";"+1865-04-26T00:00:00Z";"1865";"Q180233";"Pori";"61.486666666";"21.7975";"Q33";"Finlandia";"+1931-03-07T00:00:00Z";"1931";"Q1754";"Estocolmo";"59.329444444";"18.068611111";"Q34";"Suecia";"Q1028181|Q11569986|Q644687|Q42973|Q5322166|Q1925963";"pintor|grabador|ilustrador|arquitecto|diseñador|artista gráfico";"Q18573940|Q3541051|Q7729586";"The Artist's Mother|La madre de Lemminkäinen|La defensa del Sampo";"Q337480|Q106038696|Q2254584";"Academia Julian|Gymnasiet Svenska normallyceum|Academia de Bellas Artes";"Q11629";"pintura";"Q37068|Q164800|Q263985";"Romanticismo|simbolismo|nacionalismo romántico";"Q134307";"retrato";NA;NA;NA;NA;"Q10855271|Q11856358|Q23774380|Q23774377|Q96033541|Q13377519";"Caballero de la Orden Nacional de la Legión de Honor|Ducat Prize|Comendador de la Orden de la Rosa Blanca|Commander First Class of the Order of the White Rose of Finland|Cross of Liberty, 3rd Class|Knight Grand Officer of the Order of Saint Olav";"5047015";"XX6533697";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Akseli_Gallen-Kallela%2001.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Akseli_Gallen-Kallela%20self-portrait.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Akseli_Gallen-Kallela.jpg";"https://es.wikipedia.org/wiki/Akseli_Gallen-Kallela"
"Q1690095";"OK";"es";"Joachim Gasquet";"es";"escritor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1873-03-31T00:00:00Z";"1873";"Q47465";"Aix-en-Provence";"43.527777777";"5.445555555";"Q142";"Francia";"+1921-05-06T00:00:00Z";"1921";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q49757|Q36180|Q864380|Q1930187|Q4164507";"poeta|escritor|biógrafo|periodista|crítico de arte";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"41872276";"XX1281625";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_de%20Joachim%20Gasquet,%20par%20Paul%20C%C3%A9zanne,%20galerie%20N%C3%A1rodn%C3%AD.jpg";NA
"Q37693";"OK";"es";"Paul Gauguin";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1848-06-07T00:00:00Z";"1848";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1903-05-08T00:00:00Z";"1903";"Q2178729";"Atuona";"-9.803";"-139.0396";"Q142";"Francia";"Q1028181|Q1281618|Q1925963|Q15296811|Q11569986|Q7541856|Q644687|Q3391743";"pintor|escultor|artista gráfico|dibujante|grabador|ceramista|ilustrador|artista visual";"Q500951|Q609572|Q780986|Q3869871|Q1118465|Q890678|Q930535|Q3235403";"El Cristo amarillo|El espíritu de los muertos vela|Café de noche en Arlés|¿Cuando te casas?|Ia Orana Maria|¿De dónde venimos? ¿Quiénes somos? ¿Adónde vamos?|Mujeres de Tahití|Pechos con flores rojas";"Q3268894";"lycée Pothier";"Q11629|Q7226618|Q36649|Q166713";"pintura|Cultura polinesia|artes visuales|posimpresionismo";"Q166713|Q382056|Q164800|Q847847|Q889525|Q40415|Q848365";"posimpresionismo|Escuela de Pont-Aven|simbolismo|sintetismo|Cloisonismo|impresionismo|primitivismo";"Q134307|Q191163|Q29527347|Q1047337|Q170571";"retrato|pintura del paisaje|figura|escena de género|bodegón";"Q5586|Q33477|Q35548|Q296|Q134741|Q46373";"Katsushika Hokusai|Eugène Delacroix|Paul Cézanne|Claude Monet|Camille Pissarro|Edgar Degas";NA;NA;NA;NA;"27064953";"XX1151066";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Paul_Gauguin%201891.png";"https://es.wikipedia.org/wiki/Paul_Gauguin"
"Q3270471";"OK";"es";"Léo Gausson";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1860-02-14T00:00:00Z";"1860";"Q9155";"Lagny-sur-Marne";"48.878055555";"2.706666666";"Q142";"Francia";"+1944-10-27T00:00:00Z";"1944";"Q9155";"Lagny-sur-Marne";"48.878055555";"2.706666666";"Q142";"Francia";"Q1028181";"pintor";"Q17492053|Q17492271";"Q17492053|Q17492271";"Q1135990";"Escuela Nacional Superior de las Artes Decorativas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"32270661";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Gausson_selfportrait.jpg";NA
"Q183713";"OK";"es";"Théophile Gautier";"es";"escritor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1811-08-30T00:00:00Z";"1811";"Q184023";"Tarbes";"43.232777777";"0.074444444";"Q142";"Francia";"+1872-10-23T00:00:00Z";"1872";"Q48958";"Neuilly-sur-Seine";"48.887222222";"2.2675";"Q142";"Francia";"Q36180|Q49757|Q1930187|Q6625963|Q214917|Q8178443|Q4164507|Q1028181|Q4263842|Q33231|Q1792450";"escritor|poeta|periodista|novelista|dramaturgo|libretista|crítico de arte|pintor|crítico literario|fotógrafo|historiador del arte";NA;NA;"Q748307|Q1059546";"Lycée Charlemagne|Liceo Louis-le-Grand";NA;NA;"Q37068|Q335652";"Romanticismo|Parnasianismo";NA;NA;NA;NA;"Q3488400|Q3177976|Q675016";"Sociedad heliográfica|Jeune-France|Société nationale des beaux-arts";"Q10855195";"Oficial de la Orden Nacional de la Legión de Honor";"96428598";"XX1151168";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9ophile_Gautier%20by%20Nadar.png";"https://es.wikipedia.org/wiki/Th%C3%A9ophile_Gautier"
"Q927796";"OK";"es";"Gustave Geffroy";"es";"escritor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1855-06-01T00:00:00Z";"1855";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1926-04-04T00:00:00Z";"1926";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1930187|Q1792450|Q36180|Q4164507";"periodista|historiador del arte|escritor|crítico de arte";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q621737";"Academia Goncourt";"Q10855195";"Oficial de la Orden Nacional de la Legión de Honor";"56610288";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Gustave_Geffroy.jpg";"https://es.wikipedia.org/wiki/Gustave_Geffroy"
"Q212499";"OK";"es";"Jean-Léon Gérôme";"en";"French painter and sculptor (1824–1904)";"Q5";"ser humano";"Q6581097";"masculino";"+1824-05-11T00:00:00Z";"1824";"Q203309";"Vesoul";"47.622222222";"6.155277777";"Q142";"Francia";"+1904-01-10T00:00:00Z";"1904";"Q275118";"IX Distrito de París";"48.878280555";"2.336966666";"Q142";"Francia";"Q1028181|Q1281618|Q37226|Q1925963|Q14623005|Q24056480|Q3391743";"pintor|escultor|profesor|artista gráfico|dibujante arquitectónico|pintor de porcelana|artista visual";"Q1237863|Q2909909|Q536395|Q3503317|Q5665712|Q17305070";"Pollice verso|Bonaparte ante la Esfinge|Slave Market in Rome|The Duel After the Masquerade|Consummatum est|Pigmalión y Galatea";"Q273593|Q2983585";"Escuela Nacional Superior de Bellas Artes de París|Colegio Gérôme";"Q11629|Q36649";"pintura|artes visuales";"Q189458|Q16191884|Q42865|Q19953536";"academicismo|Neogriego|orientalismo|neo-Pompeian";"Q742333|Q2414609";"pintura de historia|pintura religiosa";"Q452119";"Charles Gleyre";"Q337531|Q604840|Q270920|Q167920|Q463303|Q3488170";"Academia de Bellas Artes|Liga de la Patria Francesa|Real Academia de Artes|Real Academia Sueca de Bellas Artes|Academia Estadounidense de las Artes y las Ciencias|Société des peintres orientalistes français";"Q10855216|Q93732|Q14900497";"Gran Oficial de la Orden Nacional de la Legión de Honor|Orden del Águila Roja|Caballero de La Orden de Leopoldo";"22153153";"XX855443";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jean-Leon_Gerome.jpg";"https://es.wikipedia.org/wiki/Jean-L%C3%A9on_G%C3%A9r%C3%B4me"
"Q956102";"OK";"es";"Henri Gervex";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1852-09-10T00:00:00Z";"1852";"Q186115";"Montmartre";"48.886944444";"2.341111111";"Q142";"Francia";"+1929-06-07T00:00:00Z";"1929";"Q197297";"XVII Distrito de París";"48.882244444";"2.307838888";"Q142";"Francia";"Q1028181|Q644687|Q20857490";"pintor|ilustrador|pastelista";"Q14855249|Q17490614|Q17490801|Q33108136";"Rolla|À la République française|Avant l'opération|Histoire du siècle";"Q273593";"Escuela Nacional Superior de Bellas Artes de París";NA;NA;NA;NA;"Q134307";"retrato";NA;NA;"Q337580|Q337531";"Real Academia de Bélgica|Academia de Bellas Artes";"Q10855212|Q2727598|Q13377522|Q544092|Q1147717|Q20868714";"Comandante de la Orden Nacional de la Legión de Honor|Cruz de guerra 1914-1918|Caballero de la Orden de San Olaf|Orden de San Miguel de Baviera|Orden de Santa Ana|Cruz de la Orden de Carlos III";"29708376";"XX4441029";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/HenriGervex.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Henri_Gervex.jpg";"https://es.wikipedia.org/wiki/Henri_Gervex"
"Q176368";"OK";"es";"Harold Gilman";"en";"English painter (1876-1919)";"Q5";"ser humano";"Q6581097";"masculino";"+1876-02-11T00:00:00Z";"1876";"Q23157";"Somerset";"51.3";"-3";"Q145";"Reino Unido";"+1919-02-12T00:00:00Z";"1919";"Q84";"Londres";"51.507222222";"-0.1275";"Q145";"Reino Unido";"Q1028181|Q483501";"pintor|artista";NA;NA;"Q899030|Q1399299|Q4667847";"Brasenose College|Slade School of Fine Art|Abingdon School";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"77118612";"XX5313231";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Harold_Gilman%20portrait%20by%20walter%20sickert.jpg";NA
"Q4894325";"OK";"es";"Francisco Gimeno Arasa";"es";"pintor español";"Q5";"ser humano";"Q6581097";"masculino";"+1858-02-04T00:00:00Z";"1858";"Q12812";"Tortosa";"40.8125";"0.521111111";"Q29";"España";"+1927-11-22T00:00:00Z";"1927";"Q1492";"Barcelona";"41.3825";"2.176944444";"Q29";"España";"Q1028181";"pintor";NA;NA;"Q1322403";"Real Academia de Bellas Artes de San Fernando";NA;NA;NA;NA;"Q134307";"retrato";NA;NA;NA;NA;NA;NA;"15920216";"XX1064711";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/(Barcelona)_Autoretrat%20amb%20boina%20-%20Francesc%20Gimeno%20-%20Museu%20Nacional%20d'Art%20de%20Catalunya.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/FrancescGimeno-autoretrat-2620b.jpg";"https://es.wikipedia.org/wiki/Francisco_Gimeno_Arasa"
"Q452119";"OK";"es";"Charles Gleyre";"es";"artista suizo";"Q5";"ser humano";"Q6581097";"masculino";"+1806-05-02T00:00:00Z";"1806";"Q52785";"Chevilly";"46.65";"6.483333333";"Q39";"Suiza";"+1874-05-05T00:00:00Z";"1874";"Q936633";"Palacio Borbón";"48.862072";"2.318681";"Q142";"Francia";"Q1028181";"pintor";"Q6684066";"Lost Illusions";NA;NA;NA;NA;"Q765606";"pintura orientalista";"Q742333|Q2414609";"pintura de historia|pintura religiosa";"Q23380|Q322582|Q161145";"Jean Auguste Dominique Ingres|Paul Delaroche|Horace Vernet";NA;NA;NA;NA;"59878964";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Gleyre_-%20Self%20portrait.jpg";"https://es.wikipedia.org/wiki/Charles_Gleyre"
"Q552667";"OK";"es";"Norbert Goeneutte";"es";"artista francés";"Q5";"ser humano";"Q6581097";"masculino";"+1854-07-23T00:00:00Z";"1854";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1894-10-09T00:00:00Z";"1894";"Q212406";"Auvers-sur-Oise";"49.071666666";"2.174166666";"Q142";"Francia";"Q1028181|Q1925963|Q644687|Q483501";"pintor|artista gráfico|ilustrador|artista";"Q17491153|Q17492350|Q17492924";"Crépuscule du soir. Retour des champs|La Soupe du matin|Doktor Paul Gachet";"Q926749|Q273593";"Liceo Condorcet|Escuela Nacional Superior de Bellas Artes de París";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7508511";"XX4435997";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Norbert-Goeneutte_photo.jpg";"https://es.wikipedia.org/wiki/Norbert_Goeneutte"
"Q5582";"OK";"es";"Vincent van Gogh";"es";"pintor neerlandés (1853-1890)";"Q5";"ser humano";"Q6581097";"masculino";"+1853-03-30T00:00:00Z";"1853";"Q9883";"Zundert";"51.4703";"4.66";"Q55";"Países Bajos";"+1890-07-29T00:00:00Z";"1890";"Q212406";"Auvers-sur-Oise";"49.071666666";"2.174166666";"Q142";"Francia";"Q1028181";"pintor";"Q154469|Q1025704|Q20265518|Q45585|Q724377|Q157541|Q19363211|Q650526|Q634122|Q26220151|Q17023954|Q11826275";"Los comedores de patatas|Terraza de café por la noche|Madame Roulin Rocking the Cradle (La Berceuse)|La noche estrellada|El dormitorio en Arles|Los girasoles|Autorretrato con la oreja vendada y caballete|Paisaje con carro y tren|Trigal con cuervos|Head of an Old Peasant Woman with White Cap|El doctor Paul Gachet|The siesta (after Millet)";"Q2746779";"Real Academia de Bellas Artes de Amberes";"Q11629";"pintura";"Q166713|Q80113";"posimpresionismo|expresionismo";"Q191163|Q170571|Q134307|Q1935974|Q18811686|Q192110|Q645717";"pintura del paisaje|bodegón|retrato|paisaje urbano|vista interior|autorretrato|arte cristiano";"Q591907|Q37693|Q1372280|Q35548|Q5599|Q148458|Q5586";"Anton Mauve|Paul Gauguin|Willem Roelofs|Paul Cézanne|Peter Paul Rubens|Jean-François Millet|Katsushika Hokusai";"Q112827329";"Société française de gravure";NA;NA;"9854560";"XX888249";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Vincent_van%20Gogh%20-%20Self-Portrait%20-%20Google%20Art%20Project%20(454045).jpg";"https://es.wikipedia.org/wiki/Vincent_van_Gogh"
